,Nama_Produk,Lokasi,Tahun,Price,Wilayah,Merek,Model,Periode,Usia,Harga_Terkoreksi,Merek_encoded,Model_encoded
1250,MURAH BMW 528i N20 TWIN POWER TURBO SUNROOF ANTIK IRIT MURAH MULUS,"Kebon Jeruk, Jakarta Barat",2013,239000000,Jakarta Barat,BMW,528I,2013-2017,12,67500659,0,9
1251,Bmw 520i Luxury G 2019 tangan pertama LOW KM 100% ORI,"Kebon Jeruk, Jakarta Barat",2018,480000000,Jakarta Barat,BMW,Bmw,2018-2022,7,229582512,0,29
1252,[ SUNROOF ] Hyundai Palisade Prime 2.2 Diesel AT PUTIH 2023 2024,"Kebon Jeruk, Jakarta Barat",2023,710000000,Jakarta Barat,Hyundai,Palisade,2023-2027,2,575100000,3,120
1253,Toyota Supra 3.0At GR Coupe 2020/2021 km7rb,"Cengkareng, Jakarta Barat",2020,1750000000,Jakarta Barat,Toyota,Supra,2018-2022,5,1033357500,10,141
1254,BMW X5 3.0 Sport Package Tahun 2003 Automatic Putih,"Daan Mogot, Jakarta Barat",2003,99000000,Jakarta Barat,BMW,X5,2003-2007,22,9749232,0,161
1255,Toyota Kijang Innova 2016 Diesel,"Tanjung Duren, Jakarta Barat",2016,320000000,Jakarta Barat,Toyota,Kijang,2013-2017,9,123974556,10,98
1256,Pajak Panjang - Honda Brio Satya 1.2 E Bensin-MT 2015 Merah (7EQ),"Bogor Selatan - Kota, Bogor Kota",2015,96000000,Bogor Kota,Honda,Brio,2013-2017,10,33473130,2,31
1257,Pajak Panjang - Daihatsu Ayla 1.0 X Bensin-MT 2016(NK),"Pulo Gadung, Jakarta Timur",2016,69000000,Jakarta Timur,Daihatsu,Ayla,2013-2017,9,26732014,1,25
1258,Pajak Panjang - Toyota Calya 1.2 G Bensin-AT 2019(JI),"Pulo Gadung, Jakarta Timur",2019,114000000,Jakarta Timur,Toyota,Calya,2018-2022,6,60584274,10,33
1259,DP Rendah - Toyota Agya 1.2 G TRD Sportivo Bensin-AT 2017(CON),"Pulo Gadung, Jakarta Timur",2017,115000000,Jakarta Timur,Toyota,Agya,2013-2017,8,49503729,10,17
1260,Mitsubishi Pajero Sport At 2019,"Serpong, Tangerang Selatan Kota",2019,420000000,Tangerang Selatan Kota,Mitsubishi,Pajero,2018-2022,6,223205220,7,119
1261,BMW M2 Competition 2020 VERY LOW KM,"Pagedangan, Tangerang Kab.",2020,1250000000,Tangerang Kab.,BMW,M2,2018-2022,5,738112500,0,104
1262,"Honda Accord 2010 VTi-L AT – Siap Pakai, Odometer Rendah!","Batuceper, Tangerang Kota",2010,125000000,Tangerang Kota,Honda,Accord,2008-2012,15,25736392,2,16
1263,Toyota Avanza E matic,"Cipondoh, Tangerang Kota",2016,125000000,Tangerang Kota,Toyota,Avanza,2013-2017,9,48427561,10,24
1264,Mitsubishi L300 Box 2017,"Serpong Utara, Tangerang Selatan Kota",2017,123000000,Tangerang Selatan Kota,Mitsubishi,L300,2013-2017,8,52947467,7,99
1265,Mazda Biante 2.0,"Karawaci, Tangerang Kota",2013,115000000,Tangerang Kota,Mazda,Biante,2013-2017,12,32479397,5,28
1266,DP Rendah - Mazda Biante 2.0 Skyactiv Bensin-AT 2015(NTE),"Pulo Gadung, Jakarta Timur",2015,157000000,Jakarta Timur,Mazda,Biante,2013-2017,10,54742515,5,28
1267,Pajak Panjang - Suzuki Ertiga 1.5 Sport Bensin-AT 2021(SRZ),"Pulo Gadung, Jakarta Timur",2021,192000000,Jakarta Timur,Suzuki,Ertiga,2018-2022,4,125971200,9,66
1268,Pajak Panjang - Honda Civic 1.5 ES Bensin-AT 2018(KAC),"Pulo Gadung, Jakarta Timur",2018,322000000,Jakarta Timur,Honda,Civic,2018-2022,7,154011602,2,40
1269,Pajak Panjang - Mazda Biante 2.0 Bensin-AT 2013(KYJ),"Pulo Gadung, Jakarta Timur",2013,117000000,Jakarta Timur,Mazda,Biante,2013-2017,12,33044256,5,28
1270,Pajak Panjang - Daihatsu Xenia 1.5 R Deluxe Bensin-MT 2021(SRZ),"Pulo Gadung, Jakarta Timur",2021,175000000,Jakarta Timur,Daihatsu,Xenia,2018-2022,4,114817500,1,164
1271,Tdp50JT Velg 2 set racing Honda Crv 1.5 Turbo Prestige Sensing 2022,"Gading Serpong, Tangerang Kota",2022,459000000,Tangerang Kota,Honda,Crv,2018-2022,3,334611000,2,49
1272,KM Low Daihatsu Terios TX Adventure 2011 at #BJM1#,"Gading Serpong, Tangerang Kota",2011,108000000,Tangerang Kota,Daihatsu,Terios,2008-2012,14,24706936,1,145
1273,Kia Seltos 1.4 EX plus 2020 (sunroof),"Pondok Aren, Tangerang Selatan Kota",2020,205000000,Tangerang Selatan Kota,Kia,Seltos,2018-2022,5,121050450,4,129
1274,DP Rendah - Nissan Grand livina 1.5 XV Bensin-AT 2018(TVI),"Pulo Gadung, Jakarta Timur",2018,134000000,Jakarta Timur,Nissan,Grand,2018-2022,7,64091785,8,78
1275,DP Rendah - Daihatsu Sigra 1.2 X Bensin-MT 2018(SZW),"Pulo Gadung, Jakarta Timur",2018,82000000,Jakarta Timur,Daihatsu,Sigra,2018-2022,7,39220346,1,132
1276,Pajak Panjang - Honda Brio Satya 1.2 E Bensin-AT 2019(BIH),"Pulo Gadung, Jakarta Timur",2019,148000000,Jakarta Timur,Honda,Brio,2018-2022,6,78653268,2,31
1277,Mitsubishi Xpander 1.5 Cross Premium Package Bensin-AT 2020(KOV),"Pulo Gadung, Jakarta Timur",2020,221000000,Jakarta Timur,Mitsubishi,Xpander,2018-2022,5,130498290,7,167
1278,Pajak Panjang - Toyota Yaris 1.5 TRD Sportivo Bensin-MT 2013(KO),"Pulo Gadung, Jakarta Timur",2013,123000000,Jakarta Timur,Toyota,Yaris,2013-2017,12,34738833,10,169
1279,Toyota Rush trd ultimo,"Gading Serpong, Tangerang Kota",2017,165000000,Tangerang Kota,Toyota,Rush,2013-2017,8,71027090,10,124
1280,"BMW F30 For Sale! Neat, sporty and elegant!","Ciputat Timur, Tangerang Selatan Kota",2014,270000000,Tangerang Selatan Kota,BMW,F30,2013-2017,11,84728861,0,72
1281,BMW X1 2024 Bensin,"Pondok Aren, Tangerang Selatan Kota",2024,775000000,Tangerang Selatan Kota,BMW,X1,2023-2027,1,697500000,0,158
1282,Toyota Land Cruiser VX200 UK Version 2012 Nik 2011 AT 4x4 V8 4.5,"Pondok Aren, Tangerang Selatan Kota",2011,816000000,Tangerang Selatan Kota,Toyota,Land,2008-2012,14,186674626,10,100
1283,Honda Accord maestro 1992 Bensin,"Pagedangan, Tangerang Kab.",1992,45000000,Tangerang Kab.,Honda,Accord,1988-1992,33,1390642,2,16
1284,BMW X1 2013 Bensin,"Kelapa Dua, Tangerang Kab.",2013,275000000,Tangerang Kab.,BMW,X1,2013-2017,12,77668123,0,158
1285,Toyota Yaris 2017 Bensin,"Pinang (Penang), Tangerang Kota",2017,160000000,Tangerang Kota,Toyota,Yaris,2013-2017,8,68874754,10,169
1286,Pajak Panjang - Honda Mobilio 1.5 RS Bensin-MT 2020(GV),"Pulo Gadung, Jakarta Timur",2020,182000000,Jakarta Timur,Honda,Mobilio,2018-2022,5,107469180,2,113
1287,Pajak Panjang - Nissan Livina 1.5 New VL Bensin-AT 2019(SYZ),"Pulo Gadung, Jakarta Timur",2019,178000000,Jakarta Timur,Nissan,Livina,2018-2022,6,94596498,8,103
1288,DP Rendah - Daihatsu Xenia 1.3 R Bensin-MT 2014(TID),"Pulo Gadung, Jakarta Timur",2014,106000000,Jakarta Timur,Daihatsu,Xenia,2013-2017,11,33263923,1,164
1289,DP Rendah - Toyota Raize 1.0 Turbo G Bensin-MT 2022(KZQ),"Pulo Gadung, Jakarta Timur",2022,164000000,Jakarta Timur,Toyota,Raize,2018-2022,3,119556000,10,122
1290,Pajak Panjang - Daihatsu Terios 1.5 R Bensin-MT 2017(FZR),"Pulo Gadung, Jakarta Timur",2017,126000000,Jakarta Timur,Daihatsu,Terios,2013-2017,8,54238868,1,145
1291,Nissan Serena Hws Autech Panoramic Biru 2015 Tdp Murmer Ori Menarik Bu,"Serpong, Tangerang Selatan Kota",2015,156000000,Tangerang Selatan Kota,Nissan,Serena,2013-2017,10,54393837,8,130
1292,Bunga=4.5% SUNROOF KM=19k PAJAK=Juni Honda CRV Prestige 2023 SENSING,"Bumi Serpong Damai, Tangerang Selatan Kota",2023,490000000,Tangerang Selatan Kota,Honda,Crv,2023-2027,2,396900000,2,49
1293,Hyundai Creta Prime AT 2024 PUTIH,"Ciputat, Tangerang Selatan Kota",2024,306000000,Tangerang Selatan Kota,Hyundai,Creta,2023-2027,1,275400000,3,48
1294,Daihatsu Ayla R Matic 2021,"Pondok Aren, Tangerang Selatan Kota",2021,138000000,Tangerang Selatan Kota,Daihatsu,Ayla,2018-2022,4,90541800,1,25
1295,Daihatsu Xenia R 1.3 Deluxe MT Tahun 2013,"Pamulang, Tangerang Selatan Kota",2013,112000000,Tangerang Selatan Kota,Daihatsu,Xenia,2013-2017,12,31632108,1,164
1296,Toyota Avanza  G At 2017  hitam,"Ciputat Timur, Tangerang Selatan Kota",2017,130000000,Tangerang Selatan Kota,Toyota,Avanza,2013-2017,8,55960737,10,24
1297,[PILOT SEAT] Toyota Alphard 2.5 G ATPM TSS AT Black On Beige 2021/2022,"Bumi Serpong Damai, Tangerang Selatan Kota",2021,895000000,Tangerang Selatan Kota,Toyota,Alphard,2018-2022,4,587209500,10,21
1298,Pajak Panjang - Toyota Raize 1.0 G One Tone Bensin-MT 2021(KZK),"Pulo Gadung, Jakarta Timur",2021,152000000,Jakarta Timur,Toyota,Raize,2018-2022,4,99727200,10,122
1299,Pajak Panjang - Toyota Vios 1.5 G Bensin-AT 2014(PBI),"Pulo Gadung, Jakarta Timur",2014,123000000,Jakarta Timur,Toyota,Vios,2013-2017,11,38598703,10,153
1300,Pajak Panjang - Toyota Rush 1.5 TRD Sportivo Bensin-MT 2018(ZKJ),"Pulo Gadung, Jakarta Timur",2018,198000000,Jakarta Timur,Toyota,Rush,2018-2022,7,94702786,10,124
1301,Pajak Panjang - Toyota Rush 1.5 S GR Sport Bensin-MT 2021(DFA),"Pulo Gadung, Jakarta Timur",2021,221000000,Jakarta Timur,Toyota,Rush,2018-2022,4,144998100,10,124
1302,Pajak Panjang - Toyota Kijang Innova 2.0 Venturer Bensin-AT 2017(KGV),"Pulo Gadung, Jakarta Timur",2017,286000000,Jakarta Timur,Toyota,Kijang,2013-2017,8,123113622,10,98
1303,Honda CRV 2.0 RE1 AT 2009 Matic Warna Hitam,"Benda, Tangerang Kota",2009,100000000,Tangerang Kota,Honda,Crv,2008-2012,16,18530202,2,49
1304,Honda HRV Putih Prestige 1.8 2017,"Ciputat, Tangerang Selatan Kota",2017,230000000,Tangerang Selatan Kota,Honda,Hrv,2013-2017,8,99007458,2,86
1305,Honda City Type-Z 2001 Bensin,"Kelapa Dua, Tangerang Kab.",2001,46000000,Tangerang Kab.,Honda,City,1998-2002,24,3669256,2,39
1306,TOYOTA FORTUNER VRZ GR 2.4 AT 2021,"Pondok Aren, Tangerang Selatan Kota",2021,460000000,Tangerang Selatan Kota,Toyota,Toyota,2018-2022,4,301806000,10,148
1307,Honda Odyssey 2003 Bensin,"Cikupa, Tangerang Kab.",2003,68000000,Tangerang Kab.,Honda,Odyssey,2003-2007,22,6696442,2,117
1308,Pajak Panjang - Daihatsu Terios 1.5 TX ADVENTURE Bensin-AT 2014(UYE),"Pulo Gadung, Jakarta Timur",2014,128000000,Jakarta Timur,Daihatsu,Terios,2013-2017,11,40167756,1,145
1309,DP Rendah - Nissan Serena 2.0 Highway Star Bensin-AT 2013(BRG),"Pulo Gadung, Jakarta Timur",2013,108100000,Jakarta Timur,Nissan,Serena,2013-2017,12,30530633,8,130
1310,Pajak Panjang - Toyota Sienta 1.5 V Bensin-MT 2018,"Pulo Gadung, Jakarta Timur",2018,147000000,Jakarta Timur,Toyota,Sienta,2018-2022,7,70309644,10,131
1311,Pajak Panjang - Daihatsu Sigra 1.0 D Bensin-MT 2022(POP),"Pulo Gadung, Jakarta Timur",2022,94000000,Jakarta Timur,Daihatsu,Sigra,2018-2022,3,68526000,1,132
1312,DP Rendah - Toyota Voxy 2.0 Bensin-AT 2017(SZM),"Pulo Gadung, Jakarta Timur",2017,286000000,Jakarta Timur,Toyota,Voxy,2013-2017,8,123113622,10,154
1313,MURAH Honda CRV 2.4 AT RM3 NIK 2013 TANGAN PERTAMA PAJAK ON SIAP PAKAI,"Gading Serpong, Tangerang Kota",2013,154000000,Tangerang Kota,Honda,Crv,2013-2017,12,43494149,2,49
1314,Hyundai Palisade Prime Non Signature 2.2 Diesel AT Facelift 2023/2024,"Pondok Aren, Tangerang Selatan Kota",2023,720000000,Tangerang Selatan Kota,Hyundai,Palisade,2023-2027,2,583200000,3,120
1315,NISSAN SERENA 2.0 HWS AT 2014 SILVER FULLSET LOW KM,"Serpong, Tangerang Selatan Kota",2014,133000000,Tangerang Selatan Kota,Nissan,Nissan,2013-2017,11,41736809,8,116
1316,Daihatsu TERIOS R 1.5  AT 2021 Perak Premium Condition - B1433VOS,"Medan Satria, Bekasi Kota",2021,205000000,Bekasi Kota,Daihatsu,Terios,2018-2022,4,134500500,1,145
1317,Honda Stream 2002 Bensin,"Cikupa, Tangerang Kab.",2002,65000000,Tangerang Kab.,Honda,Stream,1998-2002,23,5760910,2,140
1318,Nissan Serena HWS Panoramic AT,"Pamulang, Tangerang Selatan Kota",2013,147000000,Tangerang Selatan Kota,Nissan,Serena,2013-2017,12,41517142,8,130
1319,BMW X5 A/T 3.000cc 2010,"Bumi Serpong Damai, Tangerang Selatan Kota",2010,250000000,Tangerang Selatan Kota,BMW,X5,2008-2012,15,51472783,0,161
1320,Tdp 10 Juta Mercedes Benz E200 2010 Upgrade E250,"Gading Serpong, Tangerang Kota",2010,145000000,Tangerang Kota,Mercedes,Benz,2008-2012,15,29854214,6,27
1321,Honda Freed PSD 2012,"Gading Serpong, Tangerang Kota",2012,123000000,Tangerang Kota,Honda,Freed,2008-2012,13,31264950,2,75
1322,Dp 10 Juta Honda Mobilio E 1.5 2018,"Gading Serpong, Tangerang Kota",2018,130000000,Tangerang Kota,Honda,Mobilio,2018-2022,7,62178597,2,113
1323,Dp 10 Juta Honda Mobilio E 1.5 2018,"Gading Serpong, Tangerang Kota",2018,125000000,Tangerang Kota,Honda,Mobilio,2018-2022,7,59787113,2,113
1324,Mazda CX-5 GT Kuro,"Gading Serpong, Tangerang Kota",2021,410000000,Tangerang Kota,Mazda,Cx-5,2018-2022,4,269001000,5,52
1325,Dp 10 Juta Honda Jazz 1.5 RS 2019 Facelift,"Gading Serpong, Tangerang Kota",2019,205000000,Tangerang Kota,Honda,Jazz,2018-2022,6,108945405,2,93
1326,Pajak Panjang - Mazda CX5 2.5 Grand Touring Bensin-AT 2017(PIP),"Pulo Gadung, Jakarta Timur",2017,250000000,Jakarta Timur,Mazda,Cx5,2013-2017,8,107616803,5,57
1327,Pajak Panjang - Honda Brio Satya 1.2 E Bensin-AT 2019 Abu (BIT),"Jatinegara, Jakarta Timur",2019,145000000,Jakarta Timur,Honda,Brio,2018-2022,6,77058945,2,31
1328,Pajak Panjang - Daihatsu Terios 1.5 R Bensin-AT 2018 Hitam (FIF),"Jatinegara, Jakarta Timur",2018,179000000,Jakarta Timur,Daihatsu,Terios,2018-2022,7,85615145,1,145
1329,Pajak Panjang - Toyota Camry 2.5 G Bensin-AT 2016 Hitam (SAM),"Jatinegara, Jakarta Timur",2016,184000000,Jakarta Timur,Toyota,Camry,2013-2017,9,71285370,10,34
1330,Pajak Panjang - Honda HRV 1.5 S Bensin-AT 2021 Hitam (SRS),"Jatinegara, Jakarta Timur",2021,277000000,Jakarta Timur,Honda,Hrv,2018-2022,4,181739700,2,86
1331,HYUNDAI PALISADE 2.2 SIGNATURE 4WD AT,"Pondok Aren, Tangerang Selatan Kota",2023,830000000,Tangerang Selatan Kota,Hyundai,Hyundai,2023-2027,2,672300000,3,88
1332,[ PILOT SEAT ] Toyota Vellfire 2.5 G TSS Facelift AT White 2022/2023,"Bumi Serpong Damai, Tangerang Selatan Kota",2022,973000000,Tangerang Selatan Kota,Toyota,Vellfire,2018-2022,3,709317000,10,150
1333,KM Low Hyundai Santa Fe XG Diesel 2020 Panoramic #BJM1#,"Gading Serpong, Tangerang Kota",2020,398000000,Tangerang Kota,Hyundai,Santa,2018-2022,5,235015020,3,127
1334,"Jual cepat Honda City RS At 2017 Rp 166.5000.000,00","Tigaraksa, Tangerang Kab.",2017,165500000,Tangerang Kab.,Honda,City,2013-2017,8,71242323,2,39
1335,Night Edition Mercedes Benz GLC200 AMG 2019 x3 cla200 520i 320i,"Bumi Serpong Damai, Tangerang Selatan Kota",2019,499000000,Tangerang Selatan Kota,Mercedes,Benz,2018-2022,6,265189059,6,27
1336,"Dijual Mobil Honda City GM6 1.5 E CVT Tahun 2016
Mulus & Terawat","Cikupa, Tangerang Kab.",2016,170000000,Tangerang Kab.,Honda,City,2013-2017,9,65861483,2,39
1337,DP Rendah - Toyota Yaris 1.5 S Bensin-AT 2021 Merah (FAF),"Jatinegara, Jakarta Timur",2021,234000000,Jakarta Timur,Toyota,Yaris,2018-2022,4,153527400,10,169
1338,DP Rendah - Nissan Grand livina 1.5 Highway Star Bensin-MT 2017 Hitam,"Jatinegara, Jakarta Timur",2017,133000000,Jakarta Timur,Nissan,Grand,2013-2017,8,57252139,8,78
1339,DP Rendah - Mitsubishi Xpander 1.5 Sport Bensin-AT 2018 Silver (CYA),"Jatinegara, Jakarta Timur",2018,184000000,Jakarta Timur,Mitsubishi,Xpander,2018-2022,7,88006630,7,167
1340,Pajak Panjang - Toyota Calya 1.2 G Bensin-MT 2019 Putih (9GR),"Jatinegara, Jakarta Timur",2019,111000000,Jakarta Timur,Toyota,Calya,2018-2022,6,58989951,10,33
1341,BMW 730Li 2023 Bensin,"Gading Serpong, Tangerang Kota",2023,1050000000,Tangerang Kota,BMW,730Li,2023-2027,2,850500000,0,12
1342,Dp SEIKLASNYA. PAJAK PANJANG. BMW X1 1.5SDRIVE18i Xline CVT MATIC 2019,"Gading Serpong, Tangerang Kota",2019,329000000,Tangerang Kota,BMW,X1,2018-2022,6,174844089,0,158
1343,HONDA CR-V 2.4 PRESTIGE 2013,"Pamulang, Tangerang Selatan Kota",2013,155000000,Tangerang Selatan Kota,Honda,Honda,2013-2017,12,43776578,2,84
1344,Mercedes Benz GLC300 AT 2023 New Model Grey Mercy B8889SIL Km16rb,"Gading Serpong, Tangerang Kota",2023,1075000000,Tangerang Kota,Mercedes,Benz,2023-2027,2,870750000,6,27
1345,Honda Odyssey 2003 Bensin,"Cikupa, Tangerang Kab.",2003,68000000,Tangerang Kab.,Honda,Odyssey,2003-2007,22,6696442,2,117
1346,Honda Jazz RS Matic 2018 Dp 5 Juta Promo,"Pondok Aren, Tangerang Selatan Kota",2018,212500000,Tangerang Selatan Kota,Honda,Jazz,2018-2022,7,101638091,2,93
1347,Mazda Cx 5 GT 2.5 Matic 2014 Sunroof Dp 3 Juta,"Pondok Aren, Tangerang Selatan Kota",2014,184500000,Tangerang Selatan Kota,Mazda,Cx,2013-2017,11,57898055,5,50
1348,Harga Cash Hyundai Stargazer Prime 7 Seater 2022,"Pondok Aren, Tangerang Selatan Kota",2022,220000000,Tangerang Selatan Kota,Hyundai,Stargazer,2018-2022,3,160380000,3,137
1349,Pajak Panjang - Honda Brio Satya 1.2 E Bensin-AT 2020 Putih (SAS),"Jatinegara, Jakarta Timur",2020,151000000,Jakarta Timur,Honda,Brio,2018-2022,5,89163990,2,31
1350,DP Rendah - Suzuki Ertiga 1.4 GL Bensin-MT 2015 Abu (VKE),"Jatinegara, Jakarta Timur",2015,113000000,Jakarta Timur,Suzuki,Ertiga,2013-2017,10,39400664,9,66
1351,Pajak Panjang - Toyota Avanza 1.3 Veloz Bensin-AT 2019 Hitam (FFJ),"Jatinegara, Jakarta Timur",2019,171000000,Jakarta Timur,Toyota,Avanza,2018-2022,6,90876411,10,24
1352,Pajak Panjang - Daihatsu Ayla 1.0 X Bensin-AT 2013 Silver (PZV),"Jatinegara, Jakarta Timur",2013,78000000,Jakarta Timur,Daihatsu,Ayla,2013-2017,12,22029504,1,25
1353,(KM 20 RIBU) Hyundai Creta Prime Putih Two tone 2022 SANGAT TERAWAT,"Pondok Aren, Tangerang Selatan Kota",2022,300000000,Tangerang Selatan Kota,Hyundai,Creta,2018-2022,3,218700000,3,48
1354,Honda Brio 2016 Bensin,"Pamulang, Tangerang Selatan Kota",2016,134000000,Tangerang Selatan Kota,Honda,Brio,2013-2017,9,51914346,2,31
1355,Pajak Panjang - Wuling Almaz 1.5 Smart E 5-Seater-AT 2019 Abu (BIZ),"Jatinegara, Jakarta Timur",2019,181000000,Jakarta Timur,Wuling,Almaz,2018-2022,6,96190821,11,20
1356,Pajak Panjang - Honda Brio 1.2 RS Bensin-AT 2017 Merah (SOW),"Jatinegara, Jakarta Timur",2017,130000000,Jakarta Timur,Honda,Brio,2013-2017,8,55960737,2,31
1357,Pajak Panjang - Toyota Agya 1.2 G TRD Sportivo Bensin-MT 2018 (FBB),"Pulo Gadung, Jakarta Timur",2018,106000000,Jakarta Timur,Toyota,Agya,2018-2022,7,50699471,10,17
1358,DP Rendah - Nissan Serena 2.0 Highway Star Panoramic-AT 2016 (SKN),"Pulo Gadung, Jakarta Timur",2016,170000000,Jakarta Timur,Nissan,Serena,2013-2017,9,65861483,8,130
1359,MERCEDES BENZ C280 V6 3.0 AT 2009,"Karawaci, Tangerang Kota",2009,145000000,Tangerang Kota,Mercedes,Mercedes,2008-2012,16,26868793,6,110
1360,Toyota Rush 2012 Bensin,"Pamulang, Tangerang Selatan Kota",2012,120000000,Tangerang Selatan Kota,Toyota,Rush,2008-2012,13,30502390,10,124
1361,[CASH] Infiniti FX37S 2012 V6 3600CC Nissan Sport,"Cisauk, Tangerang Kab.",2012,235000000,Tangerang Kab.,Nissan,Sport,2008-2012,13,59733847,8,136
1362,[OLXMOBBI] Low Angs Toyota Sienta 1.5 V Bensin-MT 2017 TVV,"Pulo Gadung, Jakarta Timur",2017,137000000,Jakarta Timur,Toyota,Sienta,2013-2017,8,58974008,10,131
1363,[OLXMOBBI] Low Angs Honda Civic 1.5 ES Bensin-AT 2016 KAC,"Pulo Gadung, Jakarta Timur",2016,285000000,Jakarta Timur,Honda,Civic,2013-2017,9,110414839,2,40
1364,[OLXMOBBI] Low Angs Toyota Yaris 1.5 E Bensin-AT 2016 ZKC,"Pulo Gadung, Jakarta Timur",2016,144000000,Jakarta Timur,Toyota,Yaris,2013-2017,9,55788550,10,169
1365,[OLXMOBBI] Low Angs Toyota Agya 1.0 TRD Sportivo Bensin-AT 2016 UII,"Pulo Gadung, Jakarta Timur",2016,103000000,Jakarta Timur,Toyota,Agya,2013-2017,9,39904310,10,17
1366,Toyota Kijang Innova 2021 Diesel,"Ciputat Timur, Tangerang Selatan Kota",2021,440000000,Tangerang Selatan Kota,Toyota,Kijang,2018-2022,4,288684000,10,98
1367,Mercedes Benz GLE250d Diesel - NIK 2018 Mercy GLE,"Gading Serpong, Tangerang Kota",2018,590000000,Tangerang Kota,Mercedes,Benz,2018-2022,7,282195171,6,27
1368,[KM ANTIK] Suzuki Jimny 1.5 3 Door AT Kinetic Yellow 2020/2021,"Pondok Aren, Tangerang Selatan Kota",2020,405000000,Tangerang Selatan Kota,Suzuki,Jimny,2018-2022,5,239148450,9,94
1369,Toyota Vellfire G ATPM 2015 KM LOW !!!,"Kebayoran Baru, Jakarta Selatan",2015,537000000,Jakarta Selatan,Toyota,Vellfire,2013-2017,10,187240322,10,150
1370,[TSS] Toyota Alphard 2.5 G ATPM Pilot Seat AT Black On Beige 2023/2024,"Gading Serpong, Tangerang Kota",2023,1040000000,Tangerang Kota,Toyota,Alphard,2023-2027,2,842400000,10,21
1371,Nissan Terrano 2001 Bensin,"Kosambi, Tangerang Kab.",2001,43000000,Tangerang Kab.,Nissan,Terrano,1998-2002,24,3429957,8,147
1372,Suzuki Escudo 2.0 2005 AT Green Metalic,"Pasar Kemis, Tangerang Kab.",2005,65000000,Tangerang Kab.,Suzuki,Escudo,2003-2007,20,7902483,9,67
1373,[OLXMOBBI] Low Angs Suzuki Swift 1.4 GX Bensin-MT 2013 TBF,"Pulo Gadung, Jakarta Timur",2013,89000000,Jakarta Timur,Suzuki,Swift,2013-2017,12,25136229,9,143
1374,[OLXMOBBI] Low Angs Daihatsu Terios 1.5 R Deluxe Bensin-AT 2022 DES,"Pulo Gadung, Jakarta Timur",2022,219000000,Jakarta Timur,Daihatsu,Terios,2018-2022,3,159651000,1,145
1375,[OLXMOBBI] Low Angs Honda Mobilio 1.5 E Bensin-AT 2017 COR,"Pulo Gadung, Jakarta Timur",2017,148000000,Jakarta Timur,Honda,Mobilio,2013-2017,8,63709147,2,113
1376,[OLXMOBBI] Low Angs Nissan March 1.2 L Bensin-AT 2015 FRF,"Pulo Gadung, Jakarta Timur",2015,86000000,Jakarta Timur,Nissan,March,2013-2017,10,29986346,8,107
1377,Toyota CALYA G 1.2  AT 2018 Abu-abu  B2398UKA DP Minim Angsruan RIngan,"Kebayoran Lama, Jakarta Selatan",2018,114000000,Jakarta Selatan,Toyota,Calya,2018-2022,7,54525847,10,33
1378,(KM 1 RB Perak) Hyundai Creta Prime Merah Two-tone 2022 LIKE NEW ANTIK,"Serpong, Tangerang Selatan Kota",2022,322000000,Tangerang Selatan Kota,Hyundai,Creta,2018-2022,3,234738000,3,48
1379,Daihatsu Terios 2018 automatic TERMURAH JUAL CEPAT AJA,"Gading Serpong, Tangerang Kota",2018,174000000,Tangerang Kota,Daihatsu,Terios,2018-2022,7,83223661,1,145
1380,Dijual Mazda CX-5 Grand Touring 2018 low km servis record,"Gading Serpong, Tangerang Kota",2018,294000000,Tangerang Kota,Mazda,Cx-5,2018-2022,7,140619289,5,52
1381,Honda Brio E CBU 2012l3,"Tangerang, Tangerang Kota",2013,105000000,Tangerang Kota,Honda,Brio,2013-2017,12,29655101,2,31
1382,Toyota Rush trd 2015 facelif,"Tangerang, Tangerang Kota",2015,140000000,Tangerang Kota,Toyota,Rush,2013-2017,10,48814982,10,124
1383,Honda HR-V 2018 Bensin,"Karawaci, Tangerang Kota",2018,255000000,Tangerang Kota,Honda,Hr-V,2018-2022,7,121965710,2,85
1384,[OLXMOBBI] Low Angs Toyota Vios 1.5 G TRD Sportivo Bensin-MT 2015 TAG,"Pulo Gadung, Jakarta Timur",2015,124000000,Jakarta Timur,Toyota,Vios,2013-2017,10,43236127,10,153
1385,[OLXMOBBI] Low Angs Toyota Rush 1.5 G Bensin-MT 2015 SFG,"Pulo Gadung, Jakarta Timur",2015,144000000,Jakarta Timur,Toyota,Rush,2013-2017,10,50209695,10,124
1386,[OLXMOBBI] Low Angs Suzuki Ertiga 1.5 GA Bensin-MT 2023 HOU,"Pulo Gadung, Jakarta Timur",2023,196000000,Jakarta Timur,Suzuki,Ertiga,2023-2027,2,158760000,9,66
1387,[OLXMOBBI] Low Angs Honda CR-V 2.4 RS Bensin-AT 2015 VCY,"Pulo Gadung, Jakarta Timur",2015,258000000,Jakarta Timur,Honda,Cr-V,2013-2017,10,89959038,2,47
1388,TOYOTA LAND CRUISER VX200 V8 2012 (GREAT CONDITION),"Gading Serpong, Tangerang Kota",2012,1075000000,Tangerang Kota,Toyota,Toyota,2008-2012,13,273250577,10,148
1389,Honda JAZZ RS AT ABU-ABU METALIK KM18rb Record AUTHORIZED,"Gading Serpong, Tangerang Kota",2019,218000000,Tangerang Kota,Honda,Jazz,2018-2022,6,115854138,2,93
