,Nama_Produk,Lokasi,Tahun,Price,Wilayah,Merek,Model,Periode,Usia,Harga_Terkoreksi,Merek_encoded,Model_encoded
1116,[OLX Mobbi] DP 5% !! Daihatsu Ayla Putih 1.0 M Bensin-MT 2016 BKA,"Kebayoran Lama, Jakarta Selatan",2016,74000000,Jakarta Selatan,Daihatsu,Ayla,2013-2017,9,28669116,1,25
1117,[OLX Mobbi] DP 5% !! Daihatsu Ayla Putih 1.2 R Bensin-MT 2018 TZF,"Kebayoran Lama, Jakarta Selatan",2018,94000000,Jakarta Selatan,Daihatsu,Ayla,2018-2022,7,44959909,1,25
1118,[LOW KM ] Hyundai Stargazer X Prime 1.5 AT Dual Tone 2023/2024,"Kembangan, Jakarta Barat",2023,249000000,Jakarta Barat,Hyundai,Stargazer,2023-2027,2,201690000,3,137
1119,Toyota Fortuner VRZ TRD 2018,"Kebon Jeruk, Jakarta Barat",2018,375000000,Jakarta Barat,Toyota,Fortuner,2018-2022,7,179361338,10,74
1120,Mitsubishi Outlander Sport 2.0 PX Panoramic Orange 2014 Low Km Record,"Kebon Jeruk, Jakarta Barat",2014,166000000,Jakarta Barat,Mitsubishi,Outlander,2013-2017,11,52092559,7,118
1121,[ LOW KM ] Toyota Alphard 2.5 G ATPM TSS Pilot Seat AT 2021/2022,"Kebon Jeruk, Jakarta Barat",2021,974000000,Jakarta Barat,Toyota,Alphard,2018-2022,4,639041400,10,21
1122,BMW X1 sDrive18i Dynamic 2017 Titanium Silver BMW X1 2018 X1 2019,"Cengkareng, Jakarta Barat",2017,320000000,Jakarta Barat,BMW,X1,2013-2017,8,137749507,0,158
1123,NISSAN JUKE RX REVOLT 1.5 CVT 2015,"Cengkareng, Jakarta Barat",2015,142000000,Jakarta Barat,Nissan,Nissan,2013-2017,10,49512338,8,116
1124,[LOW KM] Toyota Alphard 2.5 G ATPM TSS Pilot Seat AT Black 2022/2023,"Kembangan, Jakarta Barat",2022,1023000000,Jakarta Barat,Toyota,Alphard,2018-2022,3,745767000,10,21
1125,TDP Hanya 1 Juta Toyota Avanza 1.5 Veloz AT 2018 Hitam,"Kembangan, Jakarta Barat",2018,144000000,Jakarta Barat,Toyota,Avanza,2018-2022,7,68874754,10,24
1126,"[ PAJAK PANJANG ]Toyota Alphard 2,5 G ATPM Black on Beige AT 2015/2016","Grogol Petamburan, Jakarta Barat",2015,450000000,Jakarta Barat,Toyota,Alphard,2013-2017,10,156905298,10,21
1127,toyota veloz 1.5Q non TSS matic 2024 hitam,"Cengkareng, Jakarta Barat",2024,265000000,Jakarta Barat,Toyota,Toyota,2023-2027,1,238500000,10,148
1128,[OLX Mobbi] DP 5% !! Honda CRV Abu 1.5 Bensin-AT 2017 EJA,"Jagakarsa, Jakarta Selatan",2017,284000000,Jakarta Selatan,Honda,Crv,2013-2017,8,122252688,2,49
1129,[OLX Mobbi] DP 5% !! Toyota Rush 1.5 TRD S Ultimo AT 2016 PYQ,"Jagakarsa, Jakarta Selatan",2016,145000000,Jakarta Selatan,Toyota,Rush,2013-2017,9,56175971,10,124
1130,[OLX Mobbi] DP 5% !! Daihatsu Ayla Putih 1.2 R Bensin-MT 2018 TZF,"Jagakarsa, Jakarta Selatan",2018,94000000,Jakarta Selatan,Daihatsu,Ayla,2018-2022,7,44959909,1,25
1131,[OLX Mobbi] DP 5% !! Mazda CX-5 Abu 2.5 AT 2019 WZS,"Jagakarsa, Jakarta Selatan",2019,285000000,Jakarta Selatan,Mazda,Cx-5,2018-2022,6,151460685,5,52
1132,MITSUBISHI XFORCE ULTIMATE 1.5  AT 2024 Putih  B1412HOM,"Kebayoran Lama, Jakarta Selatan",2024,319000000,Jakarta Selatan,Mitsubishi,Mitsubishi,2023-2027,1,287100000,7,112
1133,[ TANGAN PERTAMA ] Toyota Avanza 1.3 E MT Manual Hitam 2022 2023,"Kembangan, Jakarta Barat",2022,174000000,Jakarta Barat,Toyota,Avanza,2018-2022,3,126846000,10,24
1134,Toyota Kijang Innova 2018 Bensin,"Tomang, Jakarta Barat",2018,270000000,Jakarta Barat,Toyota,Kijang,2018-2022,7,129140163,10,98
1135,Mazda CX-5 AT Elite 2022,"Kembangan, Jakarta Barat",2022,410000000,Jakarta Barat,Mazda,Cx-5,2018-2022,3,298890000,5,52
1136,[LOW KM] Toyota Alphard 2.5 G ATPM TSS Pilot Seat AT White 2022/2023,"Kembangan, Jakarta Barat",2022,1036000000,Jakarta Barat,Toyota,Alphard,2018-2022,3,755244000,10,21
1137,[ LOW KM 11RB ] Mazda CX3 CX-3 CX 3 2.0 Pro Sunroof Abu 2021/2022,"Grogol Petamburan, Jakarta Barat",2021,295000000,Jakarta Barat,Mazda,Cx3,2018-2022,4,193549500,5,55
1138,BMW 528i Luxury Facelift 2014 white putih 528i 2015 528i 2013 M5,"Kebon Jeruk, Jakarta Barat",2014,335000000,Jakarta Barat,BMW,528I,2013-2017,11,105126550,0,9
1139,[ LOW KM 29RB ] Toyota Alphard 2.5 G ATPM TSS AT Brown On Beige 2020,"Kebon Jeruk, Jakarta Barat",2020,845000000,Jakarta Barat,Toyota,Alphard,2018-2022,5,498964050,10,21
1140,[ PILOT SEAT ] Toyota Alphard 2.5 G ATPM TSS AT Black On Beige 2021/20,"Kebon Jeruk, Jakarta Barat",2021,895000000,Jakarta Barat,Toyota,Alphard,2018-2022,4,587209500,10,21
1141,WULING CORTEZ 1.5t EX 2022 BU,"Kebon Jeruk, Jakarta Barat",2022,160000000,Jakarta Barat,Wuling,Wuling,2018-2022,3,116640000,11,156
1142,[ SUNROOF ] Mazda CX5 CX-5 CX 5 Elite Bose Facelift Merah 2022/2023,"Grogol Petamburan, Jakarta Barat",2022,399000000,Jakarta Barat,Mazda,Cx5,2018-2022,3,290871000,5,57
1143,[OLX Mobbi] DP 5% !! Daihatsu Xenia Putih 1.3 X AT 2024 ABJ,"Jagakarsa, Jakarta Selatan",2024,193000000,Jakarta Selatan,Daihatsu,Xenia,2023-2027,1,173700000,1,164
1144,[OLX Mobbi] DP 5% !! Honda Brio Orange 1.2 RS Bensin-AT 2018 ERL,"Jatinegara, Jakarta Timur",2018,143000000,Jakarta Timur,Honda,Brio,2018-2022,7,68396457,2,31
1145,[OLX Mobbi] DP 5% !! Honda HR-V Abu 1.5 S Bensin-AT 2021 DFG,"Jagakarsa, Jakarta Selatan",2021,230000000,Jakarta Selatan,Honda,Hr-V,2018-2022,4,150903000,2,85
1146,[OLX Mobbi] DP 5% !! Toyota Agya Silver 1.2 G TRD Sportivo MT 2019 TYH,"Jagakarsa, Jakarta Selatan",2019,109000000,Jakarta Selatan,Toyota,Agya,2018-2022,6,57927069,10,17
1147,[ PAJAK PANJANG ] Honda BRV BR-V BR V Prestige 1.5 CVT Hitam 2022/2023,"Cengkareng, Jakarta Barat",2022,232000000,Jakarta Barat,Honda,Brv,2018-2022,3,169128000,2,32
1148,BMW X3 X-Drive 20d AT 2013 Diesel Twin Turbo,"Kembangan, Jakarta Barat",2013,235000000,Jakarta Barat,BMW,X3,2013-2017,12,66370941,0,159
1149,Mitsubishi Xpander Ultimate 2019,"Kebon Jeruk, Jakarta Barat",2019,190000000,Jakarta Barat,Mitsubishi,Xpander,2018-2022,6,100973790,7,167
1150,Mazda Cx 5 elite AT 2022 Abu abu,"Kebon Jeruk, Jakarta Barat",2022,402000000,Jakarta Barat,Mazda,Cx,2018-2022,3,293058000,5,50
1151,TDP Hanya 1 Juta Honda BR-V 1.5 E Prestige AT 2017 Abu-abu,"Kebon Jeruk, Jakarta Barat",2017,156000000,Jakarta Barat,Honda,Br-V,2013-2017,8,67152885,2,30
1152,[ PAJAKPANJANG ] Toyota HiACE Premio 2.8 12 Seater MT Silver 2023/2024,"Kembangan, Jakarta Barat",2023,655000000,Jakarta Barat,Toyota,Hiace,2023-2027,2,530550000,10,82
1153,Toyota Alphard G 2019 km 40rb,"Daan Mogot, Jakarta Barat",2019,730000000,Jakarta Barat,Toyota,Alphard,2018-2022,6,387951930,10,21
1154,HWS 1stNAME record SERVICE nissan SERENA HWS 2017 bkn serena panoramic,"Kembangan, Jakarta Barat",2018,156250000,Jakarta Barat,Nissan,Hws,2018-2022,7,74733891,8,87
1155,Toyota vios limo hitam 2014 manual,"Grogol Petamburan, Jakarta Barat",2014,63000000,Jakarta Barat,Toyota,Vios,2013-2017,11,19770068,10,153
1156,[LOW KM 11RB] Mazda CX3 CX-3 CX 3 2.0 Pro Sunroof Abu 2021/2022,"Cengkareng, Jakarta Barat",2021,295000000,Jakarta Barat,Mazda,Cx3,2018-2022,4,193549500,5,55
1157,Suzuki X-Over 1.5 M/T SX-4,"Palmerah, Jakarta Barat",2008,67000000,Jakarta Barat,Suzuki,X-Over,2008-2012,17,11173712,9,157
1158,[OLX Mobbi] DP 5% !! Toyota CHR Abu 1.8 Bensin-AT 2018 KKT,"Jagakarsa, Jakarta Selatan",2018,256000000,Jakarta Selatan,Toyota,Chr,2018-2022,7,122444006,10,37
1159,[OLX Mobbi] DP 5% !! Daihatsu Ayla Merah 1.2 R Bensin-MT 2019 FYA,"Jagakarsa, Jakarta Selatan",2019,103000000,Jakarta Selatan,Daihatsu,Ayla,2018-2022,6,54738423,1,25
1160,[OLX Mobbi] DP 5% !! Daihatsu Ayla Putih 1.0 M Bensin-MT 2016 BKA,"Mampang Prapatan, Jakarta Selatan",2016,74000000,Jakarta Selatan,Daihatsu,Ayla,2013-2017,9,28669116,1,25
1161,[OLX Mobbi] DP 5% !! Honda Brio Orange 1.2 RS Bensin-AT 2018 ERL,"Mampang Prapatan, Jakarta Selatan",2018,143000000,Jakarta Selatan,Honda,Brio,2018-2022,7,68396457,2,31
1162,Toyota Alphard 2.5 G Pilot Seat AT White On Beige 2018 NIK 2017 Low KM,"Kembangan, Jakarta Barat",2018,590000000,Jakarta Barat,Toyota,Alphard,2018-2022,7,282195171,10,21
1163,HONDA CRV NON PRESTIGE 2021 1.5 TURBO LOW KM.50RB PAJAK PANJANG #F6ST,"Kembangan, Jakarta Barat",2021,390000000,Jakarta Barat,Honda,Honda,2018-2022,4,255879000,2,84
1164,MAZDA CX5 2.5 GRAND TOURING AT 2014 MOBIL SIAP PAKAI HARGA CASH PROMO,"Daan Mogot, Jakarta Barat",2014,168500000,Jakarta Barat,Mazda,Mazda,2013-2017,11,52877085,5,109
1165,Suzuki Ertiga 2021 Bensin,"Cengkareng, Jakarta Barat",2021,168000000,Jakarta Barat,Suzuki,Ertiga,2018-2022,4,110224800,9,66
1166,Tdp 35 JT Nissan Serena HWS Highway star 2.0 at 2019,"Kebon Jeruk, Jakarta Barat",2019,256000000,Jakarta Barat,Nissan,Serena,2018-2022,6,136048896,8,130
1167,KM 19RB Mitsubishi Pajero Dakar Sport Diesel 2.4 AT 2022 Fortuner Vrz,"Cengkareng, Jakarta Barat",2022,510000000,Jakarta Barat,Mitsubishi,Pajero,2018-2022,3,371790000,7,119
1168,[ PAJAK PANJANG ] Toyota Kijang Innova Venturer 2.4 Diesel AT 2021,"Kebon Jeruk, Jakarta Barat",2021,440000000,Jakarta Barat,Toyota,Kijang,2018-2022,4,288684000,10,98
1169,"[ LOW KM 29RB ] Toyota Alphard 2,5 G ATPM TSS AT Brown  2020/2021","Grogol Petamburan, Jakarta Barat",2020,845000000,Jakarta Barat,Toyota,Alphard,2018-2022,5,498964050,10,21
1170,Suzuki Baleno 1.5 Hatchback 2023,"Kembangan, Jakarta Barat",2023,216000000,Jakarta Barat,Suzuki,Baleno,2023-2027,2,174960000,9,26
1171,[OLX Mobbi] DP 5% !! Mazda CX-5 Abu 2.5 AT 2019 WZS,"Mampang Prapatan, Jakarta Selatan",2019,285000000,Jakarta Selatan,Mazda,Cx-5,2018-2022,6,151460685,5,52
1172,[OLX Mobbi] DP 5% !! Toyota Rush 1.5 TRD S Ultimo AT 2016 PYQ,"Mampang Prapatan, Jakarta Selatan",2016,145000000,Jakarta Selatan,Toyota,Rush,2013-2017,9,56175971,10,124
1173,[OLX Mobbi] DP 5% !! Honda CRV Abu 1.5 Bensin-AT 2017 EJA,"Mampang Prapatan, Jakarta Selatan",2017,284000000,Jakarta Selatan,Honda,Crv,2013-2017,8,122252688,2,49
1174,[OLX Mobbi] DP 5% !! Honda HR-V Abu 1.5 S Bensin-AT 2021 DFG,"Mampang Prapatan, Jakarta Selatan",2021,230000000,Jakarta Selatan,Honda,Hr-V,2018-2022,4,150903000,2,85
1175,[ LOW KM ] Toyota Alphard 2.5 G ATPM TSS Pilot Seat AT Black 2021/2022,"Kembangan, Jakarta Barat",2021,974000000,Jakarta Barat,Toyota,Alphard,2018-2022,4,639041400,10,21
1176,[Mobil Baru] Promo Toyota Avanza Termurah,"Kebon Jeruk, Jakarta Barat",2025,245600000,Jakarta Barat,Toyota,Avanza,2023-2027,0,245600000,10,24
1177,[PAJAK PANJANG] Toyota HiACE Premio 2.8 Diesel 12 Seater MT 2023/2024,"Grogol Petamburan, Jakarta Barat",2023,655000000,Jakarta Barat,Toyota,Hiace,2023-2027,2,530550000,10,82
1178,‼️LOW KM‼️- Wuling Cortez 1.5 LT Lux Plus Bensin AT 2019,"Palmerah, Jakarta Barat",2019,139000000,Jakarta Barat,Wuling,Cortez,2018-2022,6,73870299,11,46
1179,Toyota Fortuner 2.4 VRZ 4x2 Diesel 2016,"Kebon Jeruk, Jakarta Barat",2016,346000000,Jakarta Barat,Toyota,Fortuner,2013-2017,9,134047489,10,74
1180,[OLX Mobbi] DP 5% !! Daihatsu Ayla Merah 1.2 R Bensin-MT 2019 FYA,"Mampang Prapatan, Jakarta Selatan",2019,103000000,Jakarta Selatan,Daihatsu,Ayla,2018-2022,6,54738423,1,25
1181,[OLX Mobbi] DP 5% !! Toyota CHR Abu 1.8 Bensin-AT 2018 KKT,"Mampang Prapatan, Jakarta Selatan",2018,256000000,Jakarta Selatan,Toyota,Chr,2018-2022,7,122444006,10,37
1182,[OLXMOBBI] Low Angs Daihatsu Sigra 1.2 R Bensin-MT 2018 BZQ,"Cipayung, Jakarta Timur",2018,114000000,Jakarta Timur,Daihatsu,Sigra,2018-2022,7,54525847,1,132
1183,[OLXMOBBI] Low Angs Honda CR-V 2.4 Prestige Bensin-AT 2016 7YK,"Cipayung, Jakarta Timur",2016,260000000,Jakarta Timur,Honda,Cr-V,2013-2017,9,100729327,2,47
1184,"BMW 740li Opulence 2020 km 5rb only, like new condition no minus","Kebon Jeruk, Jakarta Barat",2020,1165000000,Jakarta Barat,BMW,740Li,2018-2022,5,687920850,0,14
1185,Toyota Innova 2.0 V Luxury 2015,"Kembangan, Jakarta Barat",2015,186000000,Jakarta Barat,Toyota,Innova,2013-2017,10,64854190,10,90
1186,Mercedes-Benz C200 2016 Bensin,"Kembangan, Jakarta Barat",2016,360000000,Jakarta Barat,Mercedes,-Benz,2013-2017,9,139471376,6,1
1187,Honda Jazz Automatic 2014 / 2013 MMC Istimewa Siap pakai #JER#,"Kembangan, Jakarta Barat",2014,118000000,Jakarta Barat,Honda,Jazz,2013-2017,11,37029650,2,93
1188,[OLX Mobbi] DP 5% !! Daihatsu Ayla Putih 1.0 M Bensin-MT 2016 BKA,"Pasar Minggu, Jakarta Selatan",2016,74000000,Jakarta Selatan,Daihatsu,Ayla,2013-2017,9,28669116,1,25
1189,[OLX Mobbi] DP 5% !! Daihatsu Xenia Putih 1.3 X AT 2024 ABJ,"Pasar Minggu, Jakarta Selatan",2024,193000000,Jakarta Selatan,Daihatsu,Xenia,2023-2027,1,173700000,1,164
1190,[OLX Mobbi] DP 5% !! Toyota Rush 1.5 TRD S Ultimo AT 2016 PYQ,"Pasar Minggu, Jakarta Selatan",2016,159000000,Jakarta Selatan,Toyota,Rush,2013-2017,9,61599858,10,124
1191,[OLX Mobbi] DP 5% !! Honda HR-V Abu 1.5 S Bensin-AT 2021 DFG,"Pasar Minggu, Jakarta Selatan",2021,230000000,Jakarta Selatan,Honda,Hr-V,2018-2022,4,150903000,2,85
1192,[ LOW KM ] Mitsubishi Pajero Dakar Ultimate 4x4 AWD AT Putih 2022/2023,"Kembangan, Jakarta Barat",2022,579000000,Jakarta Barat,Mitsubishi,Pajero,2018-2022,3,422091000,7,119
1193,NISSAN SERENA 2022 HWS TOP CONDITION HARGA CASH NETT,"Grogol Petamburan, Jakarta Barat",2022,327000000,Jakarta Barat,Nissan,Nissan,2018-2022,3,238383000,8,116
1194,Honda WRV 1.5 RS Sensing CVT TIPE TERTINGGI Red On Black NIK 2023 Full,"Daan Mogot, Jakarta Barat",2023,270000000,Jakarta Barat,Honda,Wrv,2023-2027,2,218700000,2,155
1195,DAIHATSU SIGRA R 1.2  AT 2019 Abu-abu  F1354JO,"Kebayoran Lama, Jakarta Selatan",2019,120000000,Jakarta Selatan,Daihatsu,Daihatsu,2018-2022,6,63772920,1,60
1196,[CASH] Toyota Voxy 2017 Seperti Baru,"Tanjung Duren, Jakarta Barat",2017,267500000,Jakarta Barat,Toyota,Voxy,2013-2017,8,115149979,10,154
1197,Toyota Agya 1.2 GR Sport AT 2022 Hitam PREMIUM B1256EZK,"Pasar Minggu, Jakarta Selatan",2022,141000000,Jakarta Selatan,Toyota,Agya,2018-2022,3,102789000,10,17
1198,[OLX Mobbi] DP 5% !! Daihatsu Xenia Putih 1.3 X AT 2024 ABJ,"Pesanggrahan, Jakarta Selatan",2024,193000000,Jakarta Selatan,Daihatsu,Xenia,2023-2027,1,173700000,1,164
1199,[OLX Mobbi] DP 5% !! Toyota Agya Silver 1.2 G TRD Sportivo MT 2019 TYH,"Pesanggrahan, Jakarta Selatan",2019,109000000,Jakarta Selatan,Toyota,Agya,2018-2022,6,57927069,10,17
1200,[OLX Mobbi] DP 5% !! Mazda CX-5 Abu 2.5 AT 2019 WZS,"Pesanggrahan, Jakarta Selatan",2019,285000000,Jakarta Selatan,Mazda,Cx-5,2018-2022,6,151460685,5,52
1201,[OLX Mobbi] DP 5% !! Honda Brio Orange 1.2 RS Bensin-AT 2018 ERL,"Pesanggrahan, Jakarta Selatan",2018,143000000,Jakarta Selatan,Honda,Brio,2018-2022,7,68396457,2,31
1202,TOYOTA SIENTA V 1.5  AT 2017 Hitam  B2397TOJ  CASH ? KREDIT  ? COP ?,"Kebayoran Lama, Jakarta Selatan",2017,162000000,Jakarta Selatan,Toyota,Toyota,2013-2017,8,69735688,10,148
1203,Toyota INNOVA VENTURER 2.0  AT 2019 Hitam Premium Condition - B199LED,"Kebayoran Lama, Jakarta Selatan",2019,285000000,Jakarta Selatan,Toyota,Innova,2018-2022,6,151460685,10,90
1204,[LOWKM] Mercedes Benz GLC200 GLC 200 Night Edition AMG Hitam 2022/2023,"Kebon Jeruk, Jakarta Barat",2022,815000000,Jakarta Barat,Mercedes,Benz,2018-2022,3,594135000,6,27
1205,Mitsubishi Eclipse Cross Ultimate 2020,"Kebon Jeruk, Jakarta Barat",2020,278000000,Jakarta Barat,Mitsubishi,Eclipse,2018-2022,5,164156220,7,65
1206,Toyota Calya G AT 2020 Silver PREMIUM B2286PKW,"Palmerah, Jakarta Barat",2020,127000000,Jakarta Barat,Toyota,Calya,2018-2022,5,74992230,10,33
1207,[ PAJAK PANJANG ] Toyota Kijang Innova Venturer 2.4 AT Putih 2021/2022,"Kebon Jeruk, Jakarta Barat",2021,440000000,Jakarta Barat,Toyota,Kijang,2018-2022,4,288684000,10,98
1208,[KM 6RB] Mazda CX-5 CX5 CX 5 AWD Sunroof BOSE 2.5 AT Hitam 2023/2024,"Kebon Jeruk, Jakarta Barat",2023,523000000,Jakarta Barat,Mazda,Cx-5,2023-2027,2,423630000,5,52
1209,Honda Jazz RS at 2017 KM 59 rb putih,"Kebon Jeruk, Jakarta Barat",2017,190000000,Jakarta Barat,Honda,Jazz,2013-2017,8,81788770,2,93
1210,HONDA JAZZ RS 1.5 CVT LAST EDITION(GK5) KM LOW/DP9JT/PJK1-26/ANTIK!!!!,"Jakarta Barat, Jakarta D.K.I.",2019,189000000,Jakarta D.K.I.,Honda,Honda,2018-2022,6,100442349,2,84
1211,[OLX Mobbi] DP 5% !! Daihatsu Ayla Putih 1.2 R Bensin-MT 2018 TZF,"Pesanggrahan, Jakarta Selatan",2018,94000000,Jakarta Selatan,Daihatsu,Ayla,2018-2022,7,44959909,1,25
1212,DP Rendah Toyota Calya 1.2 E Bensin-MT 2019 ZSKSMS CRS,"Cipayung, Jakarta Timur",2019,89000000,Jakarta Timur,Toyota,Calya,2018-2022,6,47298249,10,33
1213,DP Rendah Toyota Rush 1.5 TRD Sportivo Ultimo -AT 2017 TSOSUS CRS,"Kramat Jati, Jakarta Timur",2017,180000000,Jakarta Timur,Toyota,Rush,2013-2017,8,77484098,10,124
1214,Mercedes Benz ML350 2014 Odo 46rb Miles no minus sudah service besar,"Kebon Jeruk, Jakarta Barat",2014,379000000,Jakarta Barat,Mercedes,Benz,2013-2017,11,118934216,6,27
1215,"BMW 740li Opulence 2021 5rb Miles Feels like new, no minus tangan k1","Kebon Jeruk, Jakarta Barat",2021,1115000000,Jakarta Barat,BMW,740Li,2018-2022,4,731551500,0,14
1216,Toyota Alphard G 2020,"Kebon Jeruk, Jakarta Barat",2019,675000000,Jakarta Barat,Toyota,Alphard,2018-2022,6,358722675,10,21
1217,"[ LOW KM 24RB ] Nissan Magnite Premium 1,0 Turbo CVT AT Merah2021/2022","Kebon Jeruk, Jakarta Barat",2021,179000000,Jakarta Barat,Nissan,Magnite,2018-2022,4,117441900,8,106
1218,Toyota Fortuner VRZ 2.4 AT 2022 Hitam Metalik. VRZ ganteng siap pakai,"Palmerah, Jakarta Barat",2022,445000000,Jakarta Barat,Toyota,Fortuner,2018-2022,3,324405000,10,74
1219,TOYOTA KIJANG INNOVA G 2.0 AT 2018(KM50RB)ANTIK/DP10JT/PJK3-26/FULLORI,"Jakarta Barat, Jakarta D.K.I.",2018,215000000,Jakarta D.K.I.,Toyota,Toyota,2018-2022,7,102833834,10,148
1220,Honda Jazz 2015 Bensin,"Daan Mogot, Jakarta Barat",2015,170000000,Jakarta Barat,Honda,Jazz,2013-2017,10,59275335,2,93
1221,BMW 325i matic 2010 Black Sunroof Rare item,"Palmerah, Jakarta Barat",2010,205000000,Jakarta Barat,BMW,325I,2008-2012,15,42207682,0,5
1222,(ODO 20rb) BMW 520i G30 2019 Reg 2020 Antik 530i,"Grogol Petamburan, Jakarta Barat",2019,465000000,Jakarta Barat,BMW,520I,2018-2022,6,247120065,0,8
1223,HONDA ACCORD 2.4 AT 2006,"Kebon Jeruk, Jakarta Barat",2006,79000000,Jakarta Barat,Honda,Honda,2003-2007,19,10671729,2,84
1224,[OLXMOBBI] DP Rendah Toyota Agya 1.2 G Bensin-MT 2021,"Cibubur, Jakarta Timur",2021,121000000,Jakarta Timur,Toyota,Agya,2018-2022,4,79388100,10,17
1225,[OLXMOBBI] DP Rendah Honda Mobilio 1.5 RS Bensin-AT 2018,"Cibubur, Jakarta Timur",2018,168000000,Jakarta Timur,Honda,Mobilio,2018-2022,7,80353879,2,113
1226,[OLXMOBBI] DP Rendah Honda Brio 1.2 RS Bensin-MT 2017,"Cibubur, Jakarta Timur",2017,130000000,Jakarta Timur,Honda,Brio,2013-2017,8,55960737,2,31
1227,[OLXMOBBI] DP Rendah Honda Mobilio 1.5 E Bensin-AT 2014,"Cibubur, Jakarta Timur",2014,131000000,Jakarta Timur,Honda,Mobilio,2013-2017,11,41109188,2,113
1228,ODO=8K TAX=SEPTEMBER Bunga=5% GANJIL BMW X5 XDRIVE XLINE 2019 nik 2018,"Kembangan, Jakarta Barat",2019,635000000,Jakarta Barat,BMW,X5,2018-2022,6,337465035,0,161
1229,Nissan Serena HWS 2015 1 tgn dari baru,"Tanjung Duren, Jakarta Barat",2015,165000000,Jakarta Barat,Nissan,Serena,2013-2017,10,57531943,8,130
1230,Mazda CX5 2.5 Elite 2022 Km 18rb,"Kebon Jeruk, Jakarta Barat",2022,450000000,Jakarta Barat,Mazda,Cx5,2018-2022,3,328050000,5,57
1231,[ KM ANTIK 6RB ] Mazda CX5 CX 5 AWD Sunroof BOSE 2.5 AT 2023/2024,"Kebon Jeruk, Jakarta Barat",2023,523000000,Jakarta Barat,Mazda,Cx5,2023-2027,2,423630000,5,57
1232,TERMURAH!! Mazda CX-7 2011 Bensin,"Cengkareng, Jakarta Barat",2011,123000000,Jakarta Barat,Mazda,Cx-7,2008-2012,14,28138455,5,53
1233,"[ SUNROOF ] Mitsubishi Pajero 2,4 Sport Dakar 4x2 AT Putih 2021/2022","Kebon Jeruk, Jakarta Barat",2021,466000000,Jakarta Barat,Mitsubishi,Pajero,2018-2022,4,305742600,7,119
1234,Suzuki Baleno next-G Matic surat komplit,"Kembangan, Jakarta Barat",2004,48500000,Jakarta Barat,Suzuki,Baleno,2003-2007,21,5306821,9,26
1235,MITSUBISHI PAJERO  DAKAR 2019 PUTIH,"Cengkareng, Jakarta Barat",2019,375000000,Jakarta Barat,Mitsubishi,Mitsubishi,2018-2022,6,199290375,7,112
1236,[OLXMOBBI] DP Rendah Mitsubishi Outlander Sport 2.0 PX Bensin-AT 2014,"Cibubur, Jakarta Timur",2014,165000000,Jakarta Timur,Mitsubishi,Outlander,2013-2017,11,51778748,7,118
1237,[OLXMOBBI] DP Rendah Honda Brio 1.2 RS Bensin-AT 2019,"Cibubur, Jakarta Timur",2019,173000000,Jakarta Timur,Honda,Brio,2018-2022,6,91939293,2,31
1238,[OLXMOBBI] DP Rendah Daihatsu Ayla 1.0 D Bensin-MT 2019,"Cibubur, Jakarta Timur",2019,78000000,Jakarta Timur,Daihatsu,Ayla,2018-2022,6,41452398,1,25
1239,[OLXMOBBI] DP Rendah Daihatsu Xenia 1.5 R Deluxe Bensin-MT 2021,"Cibubur, Jakarta Timur",2021,160000000,Jakarta Timur,Daihatsu,Xenia,2018-2022,4,104976000,1,164
1240,BMW X1 XLINE 2017 PANORAMIC SUNROOF,"Cengkareng, Jakarta Barat",2017,305000000,Jakarta Barat,BMW,X1,2013-2017,8,131292499,0,158
1241,Kia Carens Premiere AT Sunroof Bose Merah 2023 NIK 2022 Like New,"Daan Mogot, Jakarta Barat",2023,295000000,Jakarta Barat,Kia,Carens,2023-2027,2,238950000,4,35
1242,Mazda CX-5 2023 Bensin,"Daan Mogot, Jakarta Barat",2023,399000000,Jakarta Barat,Mazda,Cx-5,2023-2027,2,323190000,5,52
1243,Suzuki XL7 2021 Bensin,"Cengkareng, Jakarta Barat",2021,170000000,Jakarta Barat,Suzuki,Xl7,2018-2022,4,111537000,9,166
1244,[ LOW KM ]Mercedes Benz Mercy GLC200 AMG Line(X253) AT Hitam2022/2023,"Grogol Petamburan, Jakarta Barat",2022,815000000,Jakarta Barat,Mercedes,Benz,2018-2022,3,594135000,6,27
1245,[ PAJAK PANJANG ] Hyundai Stargazer Prime 1.5 4x2 AT Abu NIK 2023/2024,"Kembangan, Jakarta Barat",2023,229000000,Jakarta Barat,Hyundai,Stargazer,2023-2027,2,185490000,3,137
1246,[OLXMOBBI] DP Rendah Mazda CX-3 2.0 Touring Bensin-AT 2019,"Cibubur, Jakarta Timur",2019,250000000,Jakarta Timur,Mazda,Cx-3,2018-2022,6,132860250,5,51
1247,[OLXMOBBI] DP Rendah Toyota Fortuner 2.4 4x2 VRZ Solar-AT 2017,"Cibubur, Jakarta Timur",2017,377000000,Jakarta Timur,Toyota,Fortuner,2013-2017,8,162286138,10,74
1248,[OLXMOBBI] DP Rendah Honda Brio Satya 1.2 E Bensin-MT 2019,"Cibubur, Jakarta Timur",2019,141000000,Jakarta Timur,Honda,Brio,2018-2022,6,74933181,2,31
1249,[OLXMOBBI] DP Rendah Mazda CX-5 2.5 Grand Touring Bensin-AT 2015,"Cibubur, Jakarta Timur",2015,206000000,Jakarta Timur,Mazda,Cx-5,2013-2017,10,71827759,5,52
